5 	 15 
6 	 37 
7 	 45 
8 	 35 
9 	 45 
10 	 63 
11 	 72 
12 	 88 
13 	 137 
14 	 139 
15 	 149 
16 	 176 
17 	 226 
18 	 273 
19 	 273 
20 	 373 
21 	 364 
22 	 419 
23 	 454 
24 	 498 
25 	 583 
26 	 597 
27 	 656 
28 	 713 
29 	 807 
30 	 895 
31 	 904 
32 	 1029 
33 	 1046 
34 	 1241 
35 	 1245 
36 	 1323 
37 	 1446 
38 	 1527 
39 	 1630 
40 	 1762 
41 	 1910 
42 	 1867 
43 	 2057 
44 	 2137 
45 	 2320 
46 	 2387 
47 	 2567 
48 	 2755 
49 	 2928 
50 	 2975 
51 	 3236 
52 	 3496 
53 	 3537 
54 	 3790 
55 	 3686 
56 	 4038 
57 	 4141 
58 	 4524 
59 	 4552 
60 	 5077 
61 	 5079 
62 	 5409 
63 	 5372 
64 	 5778 
65 	 5641 
66 	 6443 
67 	 6487 
68 	 6687 
69 	 6915 
70 	 7423 
71 	 7684 
72 	 7908 
73 	 8085 
74 	 8495 
75 	 9022 
76 	 9130 
77 	 8926 
78 	 9791 
79 	 10225 
80 	 10067 
81 	 10703 
82 	 11069 
83 	 12486 
84 	 12155 
85 	 12629 
86 	 13112 
87 	 12758 
88 	 12691 
89 	 13850 
90 	 14201 
91 	 14985 
92 	 15550 
93 	 16096 
94 	 16110 
95 	 16946 
96 	 16856 
97 	 17840 
98 	 18376 
99 	 18505 
100 	 19438 
101 	 19770 
102 	 20333 
103 	 20891 
104 	 22198 
105 	 21776 
106 	 22331 
107 	 23310 
108 	 23302 
109 	 24327 
110 	 24492 
111 	 25067 
112 	 26740 
113 	 27193 
114 	 27343 
115 	 28293 
116 	 29181 
117 	 29932 
118 	 29947 
119 	 30970 
120 	 31757 
121 	 33082 
122 	 33495 
123 	 33020 
124 	 34639 
125 	 35395 
126 	 38045 
127 	 36577 
128 	 36994 
129 	 37779 
130 	 39300 
131 	 38305 
132 	 40137 
133 	 42087 
134 	 42477 
135 	 44086 
136 	 43728 
137 	 44399 
138 	 46298 
139 	 47752 
140 	 48174 
141 	 48063 
142 	 50560 
143 	 48629 
144 	 50844 
145 	 51528 
146 	 53963 
147 	 56608 
148 	 54986 
149 	 57695 
150 	 57676 
151 	 58052 
152 	 57840 
153 	 60715 
154 	 63545 
155 	 64014 
156 	 64904 
157 	 68339 
158 	 67855 
159 	 69410 
160 	 70498 
161 	 73708 
162 	 74903 
163 	 75858 
164 	 74042 
165 	 78407 
166 	 75507 
167 	 78276 
168 	 80497 
169 	 80994 
170 	 81967 
171 	 83429 
172 	 85713 
173 	 87437 
174 	 87280 
175 	 90374 
176 	 90647 
177 	 90446 
178 	 98154 
179 	 98274 
180 	 99213 
181 	 98065 
182 	 100259 
183 	 101037 
184 	 102359 
185 	 102029 
186 	 108573 
187 	 108744 
188 	 109527 
189 	 109756 
190 	 114338 
191 	 115961 
192 	 119656 
193 	 119964 
194 	 120290 
195 	 121515 
196 	 123455 
197 	 128822 
198 	 129260 
199 	 118805 
